Country,Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Regime type,Democracy_Index,biofuel_elec_per_capita,coal_elec_per_capita,coal_production,gas_production,low_carbon_electricity,oil_production,renewables_production,non_renewables_production,total_production,Food supply (kcal per capita per day),Food supply (Protein g per capita per day),Food supply (Fat g per capita per day),Deaths,Total_Emissions,Human Development Index,Rule_of_Law_Index,Median Age,Urban Population (%),Tax_Revenue
Ecuador,2013,6.0192060470581055,9.37644100189209,0.8012509346008301,66.81999969482422,0.7867981195449829,-0.1960926055908203,0.6458486318588257,0.823896586894989,0.2665040493011474,Hybrid regime,5.87,2.544,0.0,0.0,5.634,11.03,328.464,11.07,12.13,23.2,2565.0002,71.090004,100.360016,0,1298261.315,0.755,0.368,24.673,63.125,14.276711
Ecuador,2014,5.945851802825928,9.398794174194336,0.8309631943702698,67.16000366210938,0.7191048264503479,-0.1728024184703827,0.6609349250793457,0.8405736684799194,0.3057929575443268,Hybrid regime,5.87,3.76,0.0,0.0,6.323,11.5,346.923,11.56,12.69,24.25,2611.9993,71.00998,102.16997,0,1335229.918,0.759,0.356,25.005,63.261,14.169829
Ecuador,2015,5.964075088500977,9.384984016418455,0.8558892011642456,67.5,0.8008704781532288,-0.1196067482233047,0.6658275127410889,0.8164869546890259,0.3229461014270782,Hybrid regime,5.87,5.557,0.0,0.0,5.437,13.2,338.533,13.29,12.63,25.92,2612.9995,69.929985,98.74998,0,1328150.726,0.764,0.356,25.356,63.398,16.107111
Ecuador,2016,6.1154375076293945,9.357709884643556,0.8423520922660828,67.75,0.846336305141449,-0.0210621729493141,0.7740841507911682,0.8068519234657288,0.3652465939521789,Hybrid regime,5.81,29.806,0.0,0.0,5.984,16.29,342.771,16.779999999999994,10.87,27.64999999999999,2544.9988,67.53997,94.12995,0,1314133.6,0.761,0.344,25.721,63.534,14.615247
Ecuador,2017,5.8395185470581055,9.36558437347412,0.8489417433738708,68.0,0.8791281580924988,-0.1730222404003143,0.7335887551307678,0.793201208114624,0.3143434822559356,Hybrid regime,6.02,27.55,0.0,,,20.46,331.189,20.92,7.369999999999999,28.29,2556.9988,67.10997,96.68996,0,1267727.01,0.762,0.444,26.093,63.67,14.15539
Ecuador,2018,6.128010272979736,9.359485626220703,0.8513450026512146,68.25,0.8693637251853943,-0.1050659343600273,0.8307431936264038,0.8174198865890503,0.328171044588089,Hybrid regime,6.27,25.271,0.0,,,21.02,322.417,21.45,8.02,29.469999999999995,2544.9998,65.74999,96.639984,0,1303441.651,0.761,0.517,26.468,63.821,14.973984
Ecuador,2019,5.809131145477295,9.340510368347168,0.8084858059883118,68.5,0.8295736908912659,-0.1205283552408218,0.8394950032234192,0.7500731945037842,0.3735581934452057,Hybrid regime,6.33,25.946,0.0,,,25.24,330.996,25.69,7.07,32.76,2505.9998,66.56999,93.35999,2,1287601.92,0.758,0.53,26.856,63.986,14.035229
Ecuador,2020,5.354461669921875,9.245415687561035,0.8040085434913635,68.75,0.8285115361213684,-0.1627734750509262,0.8547804951667786,0.7549710273742676,0.4160279631614685,Hybrid regime,6.13,26.722,0.0,,,24.92,299.63,25.389999999999997,6.369999999999999,31.75999999999999,2538.0005,69.320015,96.220024,0,1159707.19,0.734,0.53,27.223,64.166,13.021571
Ecuador,2021,5.434872150421143,9.27507495880127,0.7855318784713745,69.0,0.8210253715515137,-0.0855634808540344,0.7745082974433899,0.741730272769928,0.4031713902950287,Hybrid regime,5.71,23.037,0.0,,,26.08,294.766,26.49,6.04,32.53,2582.0007,69.820015,96.120026,291,1246395.1885,0.746,0.535,27.578,64.361,13.879761
El Salvador,2008,5.191493988037109,8.918750762939453,0.74741131067276,64.76000213623047,0.635648250579834,-0.0842716097831726,0.7347274422645569,0.8273820281028748,0.2321241199970245,Hybrid regime,6.4,28.015,0.0,0.0,0.0,3.72,0.0,3.89,2.24,6.13,2609.5857,72.70139,59.247936,0,368342.387,0.651,0.366,22.218,63.678,17.060099
El Salvador,2010,6.739911079406738,8.910987854003906,0.756653904914856,64.4000015258789,0.6693378686904907,-0.0701554268598556,0.6941800713539124,0.8227529525756836,0.302185982465744,Hybrid regime,6.47,45.796,0.0,0.0,0.0,3.88,0.0,4.16,2.09,6.25,2607.996,72.759895,59.249912,0,369288.681,0.657,0.405,22.564,65.452,15.812012
El Salvador,2011,4.741294860839844,8.944543838500977,0.7312778830528259,64.22000122070312,0.7472463846206665,-0.1326830387115478,0.7065528035163879,0.8300427794456482,0.3363215327262878,Hybrid regime,6.47,45.622,0.0,0.0,0.0,3.82,0.0,4.1,2.26,6.359999999999999,2609.9983,73.01995,61.149963,0,362674.947,0.657,0.405,22.771,66.325,15.343867
El Salvador,2012,5.934371471405029,8.968485832214355,0.8060147166252136,64.04000091552734,0.6827448010444641,-0.1612097918987274,0.7862948179244995,0.7836958765983582,0.3652208149433136,Hybrid regime,6.47,61.675,0.0,0.0,0.0,3.75,0.0,4.13,2.48,6.609999999999999,2629.9988,74.76996,59.279972,0,358153.96900000004,0.661,0.418,23.004,67.187,16.182549
El Salvador,2013,6.325063228607178,8.986650466918945,0.8268588781356812,63.86000061035156,0.7155704498291016,-0.1560393124818802,0.7717508673667908,0.8010079264640808,0.3174763917922973,Hybrid regime,6.53,71.132,0.0,0.0,0.0,3.8,0.0,4.24,2.48,6.720000000000001,2619.9998,74.85999,61.13999,0,341597.569,0.664,0.466,23.261,68.036,17.054705
El Salvador,2014,5.856523513793945,8.999739646911621,0.7976121306419373,63.68000030517578,0.7780146598815918,-0.2005803436040878,0.7814598083496094,0.8010958433151245,0.3298508524894714,Hybrid regime,6.53,69.248,0.0,0.0,0.0,3.8,0.0,4.23,2.48,6.710000000000001,2624.0007,79.06002,58.390015,0,317244.49230000004,0.663,0.481,23.537,68.874,16.709143
El Salvador,2015,6.018496036529541,9.019993782043455,0.7907553911209106,63.5,0.7333559393882751,-0.1627504974603653,0.8045442700386047,0.8161571621894836,0.3326468467712402,Hybrid regime,6.64,89.872,0.0,0.0,0.0,3.55,0.0,4.109999999999999,2.53,6.639999999999999,2628.999,78.53997,59.58998,0,324468.60620000004,0.663,0.484,23.834,69.7,16.752857
El Salvador,2016,6.139824867248535,9.041951179504396,0.7936599850654602,63.84999847412109,0.7998470067977905,-0.1915902495384216,0.7973120212554932,0.7424082159996033,0.3457364737987518,Hybrid regime,6.64,100.792,0.0,0.0,0.0,3.59,0.0,4.220000000000001,2.51,6.73,2675.9985,79.60996,60.009968,0,332626.21900000004,0.664,0.473,24.159,70.501,17.355083
El Salvador,2017,6.33931827545166,9.061598777770996,0.8289526104927063,64.19999694824219,0.7578273415565491,-0.1787703037261963,0.7777485847473145,0.8004894256591797,0.2684483528137207,Hybrid regime,6.43,113.298,0.0,,,4.18,,4.89,1.4,6.289999999999999,2726.995,79.51986,65.82989,0,318192.36,0.667,0.453,24.516,71.275,17.753885
El Salvador,2018,6.241199493408203,9.083892822265623,0.8202997446060181,64.55000305175781,0.863334596157074,-0.1024052128195762,0.8006995320320129,0.817010223865509,0.2695855796337127,Hybrid regime,5.96,117.903,0.0,,,4.22,,4.96,1.2,6.16,2760.0,80.25,63.81,0,304161.656,0.673,0.394,24.896,72.023,18.128819
El Salvador,2019,6.45482063293457,9.107535362243652,0.7643905282020569,64.9000015258789,0.8773906826972961,-0.1163593381643295,0.6815764904022217,0.8264221549034119,0.2714750468730926,Hybrid regime,6.15,132.161,0.0,,,4.33,,5.16,1.76,6.92,2821.9993,84.74998,66.65999,0,317240.72,0.676,0.407,25.293,72.746,18.081545
El Salvador,2020,5.461926937103272,9.023484230041504,0.6956243515014648,65.25,0.9239448308944702,-0.1323100626468658,0.5830363631248474,0.8105266094207764,0.3294397890567779,Hybrid regime,5.9,128.72,0.0,,,5.35,,6.16,0.98,7.140000000000001,2772.9983,84.72995,67.929955,0,278521.9634,0.666,0.311,25.691,73.444,18.658958
El Salvador,2021,6.4314470291137695,9.126046180725098,0.796106219291687,65.5999984741211,0.9149038791656494,-0.0847649723291397,0.6632885932922363,0.825840413570404,0.2899767160415649,Hybrid regime,5.72,142.537,0.0,,,5.36,,6.26,0.99,7.25,2791.0022,85.700066,73.65006,0,297512.9058,0.669,0.147,26.088,74.118,19.899433
Estonia,2008,5.451937675476074,10.2962646484375,0.9037262797355652,66.33999633789062,0.6423251032829285,-0.2232231348752975,0.6627696752548218,0.59461510181427,0.2178130894899368,Flawed democracy,7.68,29.917,0.0,0.0,0.0,0.2,0.0,0.24,10.38,10.62,3241.1084,98.495255,91.79391,0,294891.9435,0.861,0.977,38.84,68.351,31.40397
Estonia,2011,5.486819744110107,10.23960781097412,0.90871262550354,67.18000030517578,0.7352253794670105,-0.1734534353017807,0.6867839097976685,0.6408694386482239,0.2051584273576736,Flawed democracy,7.61,587.599,0.0,0.0,0.0,1.18,0.0,1.96,11.71,13.670000000000002,3221.988,103.29962,90.219666,0,272807.7325,0.873,0.982,39.539,67.965,31.69227
Estonia,2012,5.363927841186523,10.274958610534668,0.8894545435905457,67.45999908447266,0.6968257427215576,-0.1972086280584335,0.7928526997566223,0.6270431280136108,0.1989667415618896,Flawed democracy,7.61,756.04,0.0,0.0,0.0,1.47,0.0,2.47,10.49,12.96,3156.9954,100.19985,95.60986,0,252320.5939,0.876,0.982,39.845,67.974,31.896803
Estonia,2013,5.367445945739746,10.292996406555176,0.900721788406372,67.73999786376953,0.7535586953163147,-0.2062732428312301,0.7263563871383667,0.6505120992660522,0.1990181654691696,Flawed democracy,7.61,508.352,7.587,0.0,0.0,1.23,0.0,1.9,12.05,13.95,3180.9878,107.239586,91.82965,0,246682.2067,0.881,0.984,40.146,68.122,31.867218
Estonia,2014,5.55598258972168,10.325288772583008,0.9171017408370972,68.0199966430664,0.773327112197876,-0.1584761291742324,0.6524474620819092,0.6196213960647583,0.2034391164779663,Flawed democracy,7.74,578.153,7.607,0.0,0.0,1.39,0.0,2.1500000000000004,11.06,13.21,3176.9976,106.02992,104.859924,0,237478.0977,0.879,0.984,40.415,68.269,32.354965
Estonia,2015,5.628908634185791,10.34299373626709,0.9179296493530272,68.30000305175781,0.8146923780441284,-0.1692007333040237,0.5687344670295715,0.6487849354743958,0.1826947778463363,Flawed democracy,7.85,623.736,0.0,0.0,0.0,1.56,0.0,2.38,8.59,10.97,3134.005,107.58017,117.67018,0,222549.6227,0.883,0.984,40.566,68.416,33.558506
Estonia,2016,5.649675369262695,10.373770713806152,0.9377151131629944,68.5250015258789,0.8427706956863403,-0.1549419313669204,0.6390852928161621,0.6568225622177124,0.1768692582845688,Flawed democracy,7.85,721.924,0.0,0.0,0.0,1.59,0.0,2.54,10.58,13.12,3107.005,108.240166,116.99018,0,231550.1714,0.884,0.984,40.691,68.563,33.75776
Estonia,2017,5.938395977020264,10.42886447906494,0.9356863498687744,68.75,0.8617492318153381,-0.1065644398331642,0.6684022545814514,0.7400963306427002,0.1601641029119491,Flawed democracy,7.79,834.883,15.18,,,1.86,,2.96,11.3,14.260000000000002,3104.0,106.54001,116.950005,0,237115.7662,0.886,0.984,40.88,68.717,32.806824
Estonia,2018,6.091302394866943,10.462528228759766,0.9326937794685364,68.9749984741211,0.8856183886528015,-0.1466171890497207,0.6206779479980469,0.7302648425102234,0.1631821095943451,Flawed democracy,7.97,990.813,0.0,,,1.99,,3.3000000000000003,10.38,13.68,3200.0098,111.13033,125.65038,0,229479.4566,0.89,0.984,41.046,68.88,33.15343
Estonia,2019,6.034641265869141,10.495527267456056,0.9340643286705016,69.19999694824219,0.8865043520927429,-0.1005905792117118,0.5757541656494141,0.7384289503097534,0.1562790125608444,Flawed democracy,7.9,1024.838,0.0,,,2.14,,3.5,5.47,8.969999999999999,3253.0024,110.49008,143.3601,0,206458.9759,0.893,0.981,41.213,69.051,33.74958
Estonia,2020,6.452563762664795,10.48802661895752,0.9577704668045044,69.42500305175781,0.954200565814972,-0.0903353095054626,0.3978347778320312,0.7616904377937317,0.1876794993877411,Flawed democracy,7.84,1391.554,0.0,,,2.97,,4.82,3.11,7.93,3246.9778,107.90927,143.16902,0,194196.91,0.891,0.982,41.383,69.229,33.570633
Estonia,2021,6.553915500640869,10.564051628112791,0.945865035057068,69.6500015258789,0.9258183240890504,0.0455199219286441,0.4414257705211639,0.760608434677124,0.1762580424547195,Flawed democracy,7.84,1332.125,0.0,,,2.87,,4.640000000000001,4.32,8.96,3288.99,111.60966,143.42955,0,187715.308,0.89,0.981,41.484,69.415,33.82624
eSwatini,2011,4.867091178894043,8.902074813842773,0.8371497392654419,42.5,0.6071572303771973,-0.0694854259490966,0.9172500967979432,0.7563663125038147,0.2510533928871155,Authoritarian,3.26,253.307,9.047,0.838,0.0,0.56,0.0,0.8400000000000001,0.02,0.8600000000000001,2227.982,51.51958,48.21961,0,98206.0703,0.514,0.269,18.92,22.7,16.307089
eSwatini,2018,4.211565017700195,9.029288291931152,0.7792697548866272,49.29999923706055,0.7099736928939819,-0.1817139089107513,0.692341148853302,0.7394759058952332,0.2523391544818878,Authoritarian,3.03,172.35,17.235,,,0.47,,0.67,0.02,0.6900000000000001,2497.0,59.250004,55.770004,0,99899.29099999998,0.613,0.329,20.721,23.799,24.217295
eSwatini,2019,4.396114826202393,9.04797077178955,0.759097695350647,50.09999847412109,0.5966824293136597,-0.1946983337402343,0.7235077619552612,0.7256049513816833,0.2795951664447784,Authoritarian,3.14,188.095,34.199,,,0.45,,0.67,0.04,0.7100000000000001,2486.9788,59.159492,54.94953,0,101782.5961,0.623,0.307,21.012,23.981,25.19169
Finland,2008,7.670626640319824,10.795854568481444,0.9513399004936218,69.16000366210938,0.9341789484024048,0.0216202698647975,0.2165675312280655,0.6914337277412415,0.1435387134552002,Full democracy,9.25,1957.331,1599.742,0.0,0.0,50.73,0.0,38.17,49.58,87.75,3238.8271,111.867645,131.80505,0,860244.2459999999,0.913,0.991,40.656,83.299,41.205055
Finland,2010,7.393264293670654,10.733668327331545,0.9354813694953918,69.5999984741211,0.9160091280937196,0.0851202681660652,0.4125156998634338,0.7580845355987549,0.2020946592092514,Full democracy,9.19,2045.391,2711.028,0.0,0.0,46.98,0.0,35.15,56.46,91.61,3163.9946,114.98981,123.6198,0,840307.604,0.912,0.991,41.05,83.77,40.697235
Finland,2011,7.354225158691406,10.754190444946287,0.9378568530082704,69.81999969482422,0.9364483952522278,0.0954518839716911,0.3195931911468506,0.7088621854782104,0.2052386403083801,Full democracy,9.06,2086.05,1815.086,0.0,0.0,47.37,0.0,35.42,49.31999999999999,84.74,3187.9983,116.23993,127.94992,0,771997.8326999999,0.916,0.991,41.191,84.313,41.925674
Finland,2012,7.4202094078063965,10.735358238220217,0.9277393817901612,70.04000091552734,0.9209681153297424,-0.0070867338217794,0.3607339560985565,0.74223393201828,0.2016544342041015,Full democracy,9.06,2068.762,1311.448,0.0,0.0,51.55,0.0,39.76,41.85,81.60999999999999,3261.9968,117.639885,133.13988,0,741524.1614000001,0.916,0.991,41.289,84.841,42.54739
Finland,2013,7.44463586807251,10.72169303894043,0.9408690929412842,70.26000213623047,0.9186253547668456,0.0335434861481189,0.3057704567909241,0.7516428828239441,0.194672554731369,Full democracy,9.03,2208.178,1965.481,0.0,0.0,49.24,0.0,37.64,45.63,83.27,3241.9983,117.699936,133.16992,0,716039.5234,0.926,0.993,41.364,85.125,43.538353
Finland,2014,7.384571075439453,10.71390151977539,0.952016532421112,70.4800033569336,0.9330439567565918,-0.0068079205229878,0.2654798924922943,0.7664982080459595,0.1988138854503631,Full democracy,9.03,2153.28,1450.168,0.0,0.0,49.86,0.0,38.04,41.81999999999999,79.85999999999999,3238.0024,119.720085,131.68008,0,695171.504,0.928,0.993,41.419,85.175,43.64684
Finland,2015,7.447925567626953,10.716029167175291,0.9478005766868592,70.69999694824219,0.9298619031906128,0.1052399724721908,0.2233696579933166,0.7364262342453003,0.1910575926303863,Full democracy,9.03,2084.148,934.399,0.0,0.0,53.78,0.0,41.95,38.08,80.03,3235.0017,119.52006,129.76007,0,652697.8480000001,0.93,0.993,41.456,85.225,43.667244
Finland,2016,7.659843444824219,10.74088191986084,0.953940451145172,70.7750015258789,0.9483721852302552,-0.0328765250742435,0.2496595680713653,0.7688056826591492,0.1819984465837478,Full democracy,9.03,2096.369,1268.376,0.0,0.0,53.61,0.0,41.93,38.34,80.27000000000001,3265.002,119.97007,131.55008,0,654818.6097,0.931,0.993,41.497,85.275,43.869015
Finland,2017,7.788251876831055,10.769960403442385,0.9638264179229736,70.8499984741211,0.9621989727020264,-0.0083097405731678,0.1924127787351608,0.7558576464653015,0.1760657876729965,Full democracy,9.03,2153.175,1063.879,,,53.95,,43.33,36.05,79.38,3264.9966,120.68987,130.71986,0,632222.762,0.934,0.991,41.592,85.325,42.989204
Finland,2018,7.858107089996338,10.779966354370115,0.9621550440788268,70.92500305175781,0.9378073811531068,-0.1332129389047622,0.1986048370599746,0.7488264441490173,0.1817806512117386,Full democracy,9.14,2340.691,1049.776,,,54.93,,45.05,38.09,83.14,3313.997,122.28989,134.57988,0,617167.5914,0.936,0.994,41.765,85.382,42.50242
Finland,2019,7.78034782409668,10.791037559509276,0.9374155402183532,71.0,0.947616696357727,-0.0575179196894168,0.1953384280204773,0.7322823405265808,0.1807328760623932,Full democracy,9.25,2406.938,789.635,,,55.75,,45.17,36.73,81.9,3339.0007,121.830025,128.70003,0,597323.1802999999,0.939,0.992,41.974,85.446,42.393833
Finland,2020,7.889349937438965,10.765769958496094,0.9616207480430604,71.07499694824219,0.9624236822128296,-0.1226661950349807,0.1636358946561813,0.7479390501976013,0.1928975731134414,Full democracy,9.2,2092.426,441.272,,,59.22,,47.5,33.31,80.81,3358.0015,123.05005,128.27005,0,548448.889,0.939,0.994,42.178,85.517,41.944984
Finland,2021,7.79437780380249,10.793706893920898,0.9702892899513244,71.1500015258789,0.9631898403167723,-0.0391509383916854,0.1917536556720733,0.7516117095947266,0.1754486262798309,Full democracy,9.27,2453.043,482.299,,,61.78,,51.76,33.93,85.69,3319.005,122.88018,129.9102,0,563425.1984999999,0.941,0.992,42.339,85.596,43.229687
France,2008,7.0080647468566895,10.668793678283691,0.9353505969047546,71.0,0.8333271145820618,-0.0366856455802917,0.6688758134841919,0.7023715972900391,0.2806192934513092,Full democracy,8.07,64.322,373.617,0.0,10.026,511.78,12.758,76.3,494.65,570.9499999999999,3598.8672,114.09757,169.5856,0,8390985.348000001,0.877,0.967,38.578,77.868,44.35725
France,2010,6.797901153564453,10.648887634277344,0.9429547786712646,71.19999694824219,0.8497021794319153,-0.1091730371117591,0.622954249382019,0.728971004486084,0.2605681121349334,Full democracy,7.77,71.103,374.092,0.0,8.062,505.2,11.834,81.12,485.68,566.8,3557.0002,120.40001,154.34,0,8171517.27,0.88,0.967,39.013,78.369,44.3217
France,2011,6.959185123443604,10.66575050354004,0.9212855696678162,71.30000305175781,0.9033666253089904,-0.1081112474203109,0.6266245245933533,0.7183658480644226,0.2809947729110718,Full democracy,7.77,80.286,277.02,0.0,6.663,508.41,11.673,71.06,501.4,572.46,3541.9998,118.69999,150.66,0,7020978.148,0.884,0.967,39.262,78.622,45.534546
France,2012,6.649365425109863,10.664037704467772,0.937097430229187,71.4000015258789,0.8413203358650208,-0.1547306925058365,0.6079052686691284,0.7054621577262878,0.2529880106449127,Full democracy,7.88,84.032,340.249,0.0,5.838,510.66,10.711,90.55,482.33,572.8800000000001,3507.0005,117.790016,150.62003,0,6709339.754000001,0.885,0.967,39.518,78.878,46.611267
France,2013,6.667121410369873,10.664618492126465,0.9076908230781556,71.5,0.8777957558631897,-0.130178764462471,0.6990693807601929,0.7410864233970642,0.2049696892499923,Full democracy,7.92,89.682,376.41,0.0,3.742,523.1,10.525,105.1,477.32,582.42,3516.0,117.69,149.79,0,6734487.732999999,0.888,0.968,39.773,79.135,47.646385
France,2014,6.466867923736572,10.669452667236328,0.8775045275688171,71.5999984741211,0.8034741878509521,-0.1237663328647613,0.6556374430656433,0.7586711049079895,0.2158938348293304,Full democracy,8.04,94.199,177.076,0.0,0.197,530.51,10.107,100.02,472.24,572.26,3477.9995,115.59998,143.05998,0,5950322.748,0.892,0.968,40.033,79.394,47.722843
France,2015,6.3576250076293945,10.67696475982666,0.8957194089889526,71.69999694824219,0.8170362114906311,-0.1449432522058487,0.6406020522117615,0.7404272556304932,0.2154002785682678,Full democracy,7.92,102.335,186.335,0.0,0.247,529.27,10.664,98.37,482.27,580.64,3465.0,116.81,142.7,133,5891249.4520000005,0.893,0.968,40.286,79.655,47.524143
France,2016,6.475208759307861,10.685220718383787,0.8849229216575623,71.80000305175781,0.7867804765701294,-0.0969616472721099,0.6226970553398132,0.7149360775947571,0.2700362503528595,Full democracy,7.92,117.52,159.87,0.0,0.236,502.2,10.533,106.52,459.8,566.32,3508.0,117.88,143.78,87,5891526.646,0.896,0.968,40.52,79.917,47.58615
France,2017,6.635222434997559,10.704975128173828,0.9314945936203004,71.9000015258789,0.8338901400566101,-0.1290569901466369,0.6014860272407532,0.7158063054084778,0.2419839352369308,Full democracy,7.8,121.289,199.707,,,490.99,,100.41,463.79,564.2,3514.0,119.69999,145.5,2,5758988.412,0.899,0.968,40.71,80.18,48.236797
France,2018,6.665903568267822,10.719868659973145,0.9214630722999572,72.0,0.8163772225379944,-0.1434064358472824,0.5817753076553345,0.7053083777427673,0.2824513614177704,Full democracy,7.8,130.372,129.283,,,526.45,,121.89,462.42,584.3100000000001,3504.9998,119.399994,152.99998,13,5482306.379000001,0.903,0.959,40.885,80.444,48.006268
France,2019,6.68964433670044,10.734716415405272,0.9583480954170228,72.0999984741211,0.8272408246994019,-0.1387930065393448,0.5682722926139832,0.692844808101654,0.2504155337810516,Full democracy,8.12,134.162,56.522,,,512.07,,121.7,452.67,574.37,3535.0,120.87,152.17,0,5319700.48,0.905,0.959,41.08,80.709,46.884254
France,2020,6.714111804962158,10.650960922241213,0.947354018688202,72.19999694824219,0.8233863115310669,-0.1755139231681823,0.5646405816078186,0.6896242499351501,0.2309504300355911,Full democracy,7.99,135.856,47.922,,,478.85,,133.78,402.2,535.98,3578.0,120.92,150.64,0,4848419.086999999,0.9,0.959,41.252,80.975,47.750187
France,2021,6.656206607818604,10.71426486968994,0.914597511291504,72.30000305175781,0.8369176983833313,-0.1040871664881706,0.5608129501342773,0.6846013069152832,0.2684174478054046,Full democracy,7.99,148.3,84.3,,,501.33,,131.54,428.15,559.69,3603.9995,122.61999,152.51999,0,5172208.392,0.906,0.956,41.39,81.242,47.268734
Gambia,2017,4.117938995361328,7.563740253448486,0.6970015168190002,56.400001525878906,0.8123258352279663,0.111021839082241,0.5716155767440796,0.7702941298484802,0.2772471904754638,Hybrid regime,4.06,0.0,0.0,,,0.0,,0.0,0.31,0.31,2526.9905,63.30976,61.12977,0,107806.1183,0.477,0.77,17.146,60.599,10.116621
Gambia,2018,4.922099113464356,7.607178211212158,0.6847999691963196,56.70000076293945,0.71872878074646,0.4396130442619324,0.6910695433616638,0.7586681246757507,0.3792077004909515,Hybrid regime,4.31,0.0,0.0,,,0.0,,0.0,0.39,0.39,2442.004,59.580097,55.500088,0,108141.9795,0.483,0.768,17.304,61.27,10.117346
Gambia,2019,5.1636271476745605,7.641712665557861,0.6938701272010803,57.0,0.6765952706336975,0.4092148840427398,0.7981081008911133,0.7178932428359985,0.4007232785224914,Hybrid regime,4.33,0.0,0.0,,,0.0,,0.0,0.46,0.46,2474.9978,61.799946,58.37995,0,111341.804,0.492,0.722,17.468,61.931,10.989713
Georgia,2008,4.156090259552002,9.144052505493164,0.6075127124786377,63.5,0.6139973998069763,-0.2298157215118408,0.4979994595050812,0.371024489402771,0.2615080773830414,Hybrid regime,4.62,0.0,0.0,0.056,0.075,7.09,0.631,7.09,1.29,8.379999999999999,3383.94,90.74646,70.61344,621,240416.2186,0.751,0.795,34.837,54.765,24.234869
Georgia,2010,4.101837158203125,9.183660507202148,0.5403889417648315,63.70000076293945,0.5578579306602478,-0.2531647086143493,0.4597363173961639,0.4017163515090942,0.2425363063812255,Hybrid regime,4.59,0.0,0.0,0.535,0.049,9.27,0.63,9.27,0.68,9.95,2808.997,81.61992,72.19992,0,239843.5693,0.763,0.796,35.127,55.535,22.305471
Georgia,2011,4.203030586242676,9.26307201385498,0.502937376499176,63.79999923706055,0.6324645280838013,-0.260438323020935,0.3533464074134826,0.4212740659713745,0.2467704266309738,Hybrid regime,4.74,0.0,0.0,0.713,0.029,7.81,0.63,7.81,2.21,10.02,2824.9949,80.89985,72.59986,0,234040.8492,0.771,0.798,35.343,55.919,24.077868
Georgia,2012,4.254445552825928,9.332181930541992,0.5325864553451538,63.900001525878906,0.6587240099906921,-0.2745648920536041,0.3208875954151153,0.4434860646724701,0.2500878572463989,Hybrid regime,5.53,0.0,0.0,1.293,0.019,7.15,0.631,7.15,2.47,9.62,2838.0015,80.49004,72.87004,0,241333.4586,0.779,0.804,35.588,56.303,24.501413
Georgia,2013,4.348920822143555,9.37076473236084,0.5591657757759094,64.0,0.7221276164054871,-0.2596762478351593,0.348713606595993,0.4670817255973816,0.1999070793390274,Hybrid regime,5.95,0.0,0.0,2.058,0.058,8.19,0.63,8.19,1.79,9.98,2847.9963,81.73989,75.5099,0,300076.7768,0.784,0.808,35.853,56.685,23.289965
Georgia,2014,4.287508010864258,9.413660049438477,0.5584200024604797,64.0999984741211,0.7197811603546143,-0.2385817766189575,0.4155256450176239,0.4581109583377838,0.2043275088071823,Hybrid regime,5.82,0.0,0.0,1.515,0.01,8.25,0.63,8.25,2.04,10.29,2867.006,84.940186,74.46016,0,302111.1027,0.793,0.809,36.012,57.067,23.266933
Georgia,2015,4.121940612792969,9.44186019897461,0.5173715949058533,64.19999694824219,0.6399449706077576,-0.2104281187057495,0.5024167895317078,0.4477141499519348,0.2331920862197876,Hybrid regime,5.88,0.0,0.0,1.531,0.097,8.37,0.503,8.37,2.38,10.75,2947.996,86.349884,77.079895,0,285283.1704,0.798,0.801,36.056,57.448,23.606306
Georgia,2016,4.448386192321777,9.469911575317385,0.5334122776985168,64.32499694824219,0.6064683794975281,-0.2548143863677978,0.5609240531921387,0.4748525619506836,0.223224475979805,Hybrid regime,5.93,0.0,5.303,1.475,0.062,9.25,0.253,9.25,2.24,11.49,2861.9985,83.35996,75.82996,0,294266.3279,0.802,0.805,36.089,57.837,24.517523
Georgia,2017,4.450774669647217,9.517067909240724,0.5904951691627502,64.44999694824219,0.820908784866333,-0.2495434433221817,0.589631974697113,0.495819479227066,0.2096396088600158,Hybrid regime,5.93,0.0,5.302,,,9.21,,9.21,2.23,11.44,2861.9968,83.129906,77.959915,0,277471.2769,0.807,0.802,36.134,58.231,24.30818
Georgia,2018,4.659097194671631,9.564751625061035,0.617218554019928,64.57499694824219,0.775144100189209,-0.2383835017681121,0.7548537850379944,0.479062020778656,0.2437789142131805,Hybrid regime,5.5,0.0,2.651,,,9.93,,9.93,2.11,12.04,2977.9978,84.049934,82.39994,0,248407.4351,0.816,0.791,36.213,58.632,23.420256
Georgia,2019,4.891835689544678,9.615089416503906,0.6749760508537292,64.69999694824219,0.8105341196060181,-0.265289843082428,0.647223174571991,0.5028348565101624,0.2437100261449813,Hybrid regime,5.42,0.0,0.0,,,9.02,,9.02,2.84,11.86,3056.9968,88.07991,86.07991,0,241945.5947,0.816,0.778,36.329,59.039,24.080158
Georgia,2020,5.123143196105957,9.544404029846191,0.7183459401130676,64.82499694824219,0.7643523812294006,-0.2250129729509353,0.5827347040176392,0.5725843906402588,0.2945120632648468,Hybrid regime,5.31,0.0,0.0,,,8.34,,8.34,2.82,11.16,3044.9983,90.19994,82.27995,0,231866.8924,0.807,0.781,36.459,59.453,22.285507
